age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,balance_per_second
39,admin.,single,unknown,no,0,yes,no,cellular,11,may,62,1,-1,0,unknown,no,0.0
48,management,divorced,unknown,no,549,yes,no,unknown,6,may,427,1,-1,0,unknown,no,1.2857142857142858
40,blue-collar,divorced,secondary,no,-90,yes,no,unknown,28,may,130,1,-1,0,unknown,no,-0.6923076923076923
26,admin.,single,secondary,no,-12,yes,no,unknown,4,jun,98,1,-1,0,unknown,no,-0.12244897959183673
43,unemployed,married,secondary,no,210,yes,no,unknown,12,may,88,5,-1,0,unknown,no,2.3863636363636362
30,technician,married,secondary,no,2278,no,yes,telephone,19,nov,47,1,-1,0,unknown,no,48.46808510638298
28,student,married,tertiary,no,327,yes,no,cellular,15,may,104,3,-1,0,unknown,no,3.144230769230769
54,technician,single,secondary,no,198,yes,yes,cellular,17,nov,120,1,171,2,failure,no,1.65
60,retired,married,primary,no,894,yes,no,unknown,15,may,65,7,-1,0,unknown,no,13.753846153846155
41,technician,single,secondary,no,32,yes,no,cellular,7,may,162,1,-1,0,unknown,no,0.19753086419753085
47,blue-collar,married,primary,no,3038,yes,no,cellular,14,jul,151,2,-1,0,unknown,no,20.119205298013245
30,management,married,tertiary,no,14,no,no,cellular,24,jul,90,2,-1,0,unknown,no,0.15555555555555556
30,entrepreneur,single,secondary,no,265,yes,yes,unknown,3,jun,67,10,-1,0,unknown,no,3.955223880597015
69,retired,married,primary,no,2398,no,no,cellular,12,apr,161,1,186,1,failure,no,14.894409937888199
48,management,married,tertiary,no,1167,yes,yes,cellular,26,jan,122,4,50,4,other,no,9.565573770491802
45,management,married,secondary,yes,237,yes,no,cellular,21,nov,526,1,-1,0,unknown,no,0.4505703422053232
38,admin.,married,secondary,no,46,no,no,cellular,7,aug,48,2,-1,0,unknown,no,0.9583333333333334
29,management,single,tertiary,no,91,no,no,cellular,30,apr,99,1,274,4,other,no,0.9191919191919192
38,management,married,tertiary,no,676,no,no,cellular,15,may,59,3,-1,0,unknown,no,11.457627118644067
72,retired,married,primary,no,0,no,no,cellular,29,dec,215,2,-1,0,unknown,no,0.0
56,admin.,married,secondary,no,510,yes,no,cellular,10,jul,288,1,-1,0,unknown,no,1.7708333333333333
31,management,single,tertiary,no,-173,yes,no,unknown,6,may,396,2,-1,0,unknown,no,-0.43686868686868685
41,blue-collar,married,secondary,no,598,yes,no,cellular,12,may,69,3,364,11,failure,no,8.666666666666666
31,self-employed,married,secondary,no,581,yes,no,cellular,13,oct,845,1,152,6,failure,no,0.6875739644970414
28,unemployed,single,primary,no,236,no,no,cellular,6,feb,460,3,-1,0,unknown,no,0.5130434782608696
46,admin.,single,secondary,no,1544,yes,no,unknown,29,may,609,1,-1,0,unknown,no,2.535303776683087
39,blue-collar,married,secondary,no,3832,yes,no,unknown,20,jun,14,13,-1,0,unknown,no,273.7142857142857
70,retired,married,secondary,no,2064,no,no,cellular,22,oct,334,1,-1,0,unknown,no,6.179640718562874
59,entrepreneur,married,primary,no,0,no,no,unknown,19,jun,239,1,-1,0,unknown,no,0.0
31,blue-collar,divorced,secondary,no,1125,no,yes,unknown,15,may,548,1,-1,0,unknown,no,2.052919708029197
32,blue-collar,single,secondary,no,760,yes,no,cellular,16,apr,445,1,148,2,other,no,1.7078651685393258
49,technician,married,secondary,no,412,no,no,cellular,19,aug,1293,8,-1,0,unknown,yes,0.3186388244392885
42,technician,divorced,secondary,no,19,no,no,cellular,20,aug,875,4,-1,0,unknown,yes,0.021714285714285714
46,admin.,married,secondary,no,22,no,no,cellular,26,aug,388,6,-1,0,unknown,yes,0.05670103092783505
35,unemployed,single,secondary,no,127,yes,no,telephone,14,nov,162,1,-1,0,unknown,yes,0.7839506172839507
44,management,married,tertiary,no,4119,yes,yes,telephone,21,nov,1074,1,-1,0,unknown,yes,3.835195530726257
30,student,single,tertiary,no,2539,no,no,telephone,5,mar,199,5,-1,0,unknown,yes,12.758793969849247
53,management,married,tertiary,no,3754,no,no,cellular,22,apr,307,1,278,2,failure,yes,12.22801302931596
34,services,single,secondary,no,-701,yes,no,cellular,11,may,610,2,-1,0,unknown,yes,-1.1491803278688524
51,management,single,tertiary,no,297,yes,no,cellular,15,may,415,4,375,1,failure,yes,0.7156626506024096
29,technician,single,secondary,no,706,yes,no,cellular,18,may,1340,1,-1,0,unknown,yes,0.5268656716417911
28,admin.,single,secondary,no,0,yes,yes,cellular,18,may,390,5,-1,0,unknown,yes,0.0
27,student,single,tertiary,no,118,no,no,cellular,31,aug,160,3,98,1,failure,yes,0.7375
29,self-employed,married,secondary,no,123,no,yes,cellular,22,oct,247,1,184,3,success,yes,0.4979757085020243
21,student,single,secondary,no,123,no,no,telephone,11,nov,513,1,91,1,success,yes,0.23976608187134502
36,admin.,divorced,tertiary,no,4708,no,no,cellular,3,dec,284,1,171,1,failure,yes,16.577464788732396
39,blue-collar,single,tertiary,no,172,yes,no,cellular,9,feb,125,2,183,2,failure,yes,1.376
64,retired,married,secondary,no,466,yes,no,cellular,18,oct,526,1,-1,0,unknown,yes,0.8859315589353612
56,blue-collar,married,secondary,no,448,yes,yes,cellular,17,may,556,1,181,2,other,yes,0.8057553956834532
37,technician,single,secondary,no,980,no,no,cellular,8,aug,1306,5,-1,0,unknown,yes,0.7503828483920367
56,self-employed,married,tertiary,no,411,no,no,unknown,19,jun,145,4,-1,0,unknown,no,2.8344827586206898
41,management,married,tertiary,no,653,yes,no,telephone,17,nov,60,2,-1,0,unknown,no,10.883333333333333
62,management,married,tertiary,no,0,no,no,cellular,13,apr,113,3,182,3,failure,no,0.0
59,housemaid,married,primary,no,88,yes,no,cellular,28,jul,63,5,-1,0,unknown,no,1.3968253968253967
41,admin.,married,secondary,no,1395,yes,yes,cellular,11,may,85,1,308,2,failure,no,16.41176470588235
55,housemaid,married,primary,no,1563,yes,no,cellular,17,nov,128,2,-1,0,unknown,no,12.2109375
37,management,married,tertiary,no,165,no,no,cellular,24,aug,315,1,83,1,other,no,0.5238095238095238
27,services,single,secondary,no,795,no,no,cellular,6,feb,101,3,-1,0,unknown,no,7.871287128712871
50,admin.,married,secondary,no,1575,no,no,cellular,17,nov,407,1,-1,0,unknown,no,3.86977886977887
31,management,single,tertiary,no,0,no,no,cellular,25,aug,9,12,-1,0,unknown,no,0.0
36,admin.,single,tertiary,no,994,no,no,cellular,13,aug,185,2,105,3,success,no,5.372972972972973
39,management,divorced,tertiary,no,2193,yes,yes,unknown,2,jun,550,3,-1,0,unknown,no,3.9872727272727273
37,entrepreneur,married,tertiary,no,342,yes,no,unknown,6,jun,212,1,-1,0,unknown,no,1.6132075471698113
39,blue-collar,married,secondary,no,5222,yes,no,unknown,28,may,102,1,-1,0,unknown,no,51.19607843137255
39,student,single,tertiary,no,1107,yes,no,telephone,20,apr,407,4,-1,0,unknown,no,2.7199017199017197
35,technician,married,secondary,no,13658,yes,no,telephone,9,dec,220,2,-1,0,unknown,no,62.08181818181818
44,management,married,tertiary,no,3665,no,no,cellular,17,mar,325,1,-1,0,unknown,no,11.276923076923078
33,admin.,married,tertiary,no,205,no,no,unknown,1,jul,156,2,-1,0,unknown,no,1.314102564102564
30,management,single,tertiary,no,-218,yes,no,cellular,27,aug,13,15,-1,0,unknown,no,-16.76923076923077
30,blue-collar,married,primary,no,35,yes,no,cellular,11,jul,366,2,-1,0,unknown,no,0.09562841530054644
58,technician,married,unknown,no,49,yes,no,unknown,15,may,75,2,-1,0,unknown,no,0.6533333333333333
35,technician,single,primary,no,744,yes,no,cellular,7,apr,1096,1,-1,0,unknown,no,0.6788321167883211
58,management,married,tertiary,no,287,yes,no,cellular,21,aug,676,8,-1,0,unknown,no,0.4245562130177515
45,management,married,tertiary,no,2220,yes,no,cellular,11,jul,128,2,-1,0,unknown,no,17.34375
40,services,married,secondary,no,664,yes,yes,cellular,18,may,29,5,-1,0,unknown,no,22.896551724137932
55,technician,married,secondary,no,276,yes,no,unknown,12,may,486,1,-1,0,unknown,no,0.5679012345679012
32,technician,single,secondary,no,29,no,no,cellular,19,aug,156,2,-1,0,unknown,no,0.1858974358974359
30,blue-collar,married,secondary,no,486,yes,no,unknown,29,may,1109,3,-1,0,unknown,yes,0.4382326420198377
48,blue-collar,married,primary,no,476,no,no,cellular,11,aug,856,3,-1,0,unknown,yes,0.5560747663551402
32,blue-collar,married,secondary,no,1879,no,no,cellular,6,feb,591,8,-1,0,unknown,yes,3.179357021996616
34,blue-collar,single,secondary,no,215,no,no,cellular,3,mar,350,3,-1,0,unknown,yes,0.6142857142857143
35,admin.,married,secondary,no,2,yes,no,cellular,18,mar,194,1,-1,0,unknown,yes,0.010309278350515464
21,student,single,primary,no,423,no,no,cellular,8,apr,104,5,-1,0,unknown,yes,4.0673076923076925
70,retired,divorced,primary,no,275,no,no,cellular,15,apr,82,1,-1,0,unknown,yes,3.3536585365853657
38,management,married,tertiary,no,613,no,no,cellular,30,apr,242,1,86,1,success,yes,2.5330578512396693
33,blue-collar,married,secondary,no,1240,yes,no,cellular,12,may,844,1,-1,0,unknown,yes,1.4691943127962086
42,services,married,secondary,no,1376,yes,no,cellular,2,jun,271,2,92,4,success,yes,5.077490774907749
25,services,single,secondary,no,505,no,no,cellular,15,jun,284,1,-1,0,unknown,yes,1.778169014084507
27,admin.,married,secondary,no,3415,no,no,cellular,9,oct,266,3,184,1,success,yes,12.838345864661655
73,retired,married,primary,no,279,no,no,cellular,28,jan,399,3,-1,0,unknown,yes,0.6992481203007519
24,student,single,unknown,no,358,no,no,cellular,14,jun,245,1,384,1,other,yes,1.4612244897959183
35,admin.,single,secondary,no,321,no,no,cellular,21,jul,143,1,412,3,other,yes,2.2447552447552446
25,student,single,secondary,no,679,no,no,cellular,25,oct,297,5,94,6,other,yes,2.2861952861952863
24,services,single,secondary,yes,-122,yes,no,unknown,13,may,1000,1,-1,0,unknown,yes,-0.122
54,housemaid,single,secondary,no,1213,no,no,cellular,12,nov,241,1,-1,0,unknown,yes,5.033195020746888
58,retired,divorced,primary,no,2538,yes,no,cellular,19,nov,680,2,111,6,failure,yes,3.7323529411764707
46,blue-collar,married,unknown,no,842,yes,no,telephone,8,may,833,1,-1,0,unknown,yes,1.0108043217286915
38,blue-collar,married,secondary,no,1627,no,no,unknown,16,jun,1323,9,-1,0,unknown,yes,1.2297808012093727
42,unemployed,married,secondary,no,1289,no,no,cellular,15,jul,250,4,415,2,failure,yes,5.156
50,technician,divorced,secondary,no,396,no,no,unknown,20,jun,716,2,-1,0,unknown,yes,0.553072625698324
31,management,single,tertiary,no,-160,yes,no,unknown,28,may,202,2,-1,0,unknown,no,-0.7920792079207921
40,entrepreneur,married,primary,no,3676,yes,yes,unknown,15,may,101,1,-1,0,unknown,no,36.396039603960396
40,admin.,married,secondary,no,824,yes,no,cellular,17,apr,359,1,-1,0,unknown,no,2.2952646239554317
33,admin.,single,tertiary,no,490,yes,no,cellular,7,may,31,1,363,2,failure,no,15.806451612903226
51,housemaid,married,primary,no,618,yes,yes,cellular,4,feb,69,1,-1,0,unknown,no,8.956521739130435
56,admin.,married,primary,no,0,yes,no,cellular,3,apr,353,2,227,4,failure,no,0.0
60,blue-collar,married,secondary,no,196,no,no,unknown,20,jun,583,3,-1,0,unknown,no,0.3361921097770154
46,blue-collar,married,secondary,no,-396,no,yes,cellular,4,aug,115,1,-1,0,unknown,no,-3.4434782608695653
34,blue-collar,single,secondary,no,79,no,yes,cellular,20,nov,104,1,-1,0,unknown,no,0.7596153846153846
49,blue-collar,married,primary,yes,-98,yes,no,cellular,20,nov,182,2,-1,0,unknown,no,-0.5384615384615384
48,blue-collar,married,primary,no,1670,no,no,unknown,17,jun,145,1,-1,0,unknown,no,11.517241379310345
31,technician,single,secondary,no,40,no,no,cellular,7,aug,123,2,-1,0,unknown,no,0.3252032520325203
38,entrepreneur,married,secondary,no,65,no,no,cellular,5,feb,173,1,-1,0,unknown,no,0.37572254335260113
29,technician,single,secondary,no,1856,yes,yes,cellular,18,may,134,1,-1,0,unknown,no,13.850746268656716
46,unemployed,married,secondary,no,2940,yes,no,unknown,29,may,195,2,-1,0,unknown,no,15.076923076923077
39,management,married,tertiary,no,0,no,no,unknown,27,may,205,8,-1,0,unknown,no,0.0
45,admin.,married,secondary,no,805,yes,no,unknown,15,may,186,3,-1,0,unknown,no,4.327956989247312
48,management,married,primary,no,1513,no,no,cellular,29,jan,166,2,-1,0,unknown,no,9.114457831325302
47,blue-collar,married,secondary,no,4709,no,no,cellular,22,aug,78,4,-1,0,unknown,no,60.37179487179487
35,technician,single,tertiary,no,992,yes,no,cellular,26,aug,79,1,114,3,failure,no,12.556962025316455
34,technician,married,secondary,no,652,yes,yes,cellular,18,jul,50,4,-1,0,unknown,no,13.04
30,management,married,tertiary,no,134,yes,no,unknown,19,may,70,1,-1,0,unknown,no,1.9142857142857144
38,services,married,tertiary,no,563,yes,no,cellular,7,may,251,2,-1,0,unknown,no,2.243027888446215
31,blue-collar,married,primary,no,68,yes,no,unknown,8,may,226,1,-1,0,unknown,no,0.3008849557522124
29,services,married,tertiary,no,6,yes,no,unknown,28,may,143,2,-1,0,unknown,no,0.04195804195804196
54,management,married,tertiary,no,122,yes,no,cellular,22,jul,126,3,-1,0,unknown,no,0.9682539682539683
57,blue-collar,married,primary,no,23,yes,no,telephone,31,jul,25,8,-1,0,unknown,no,0.92
33,services,married,secondary,no,255,yes,yes,cellular,21,nov,588,2,184,2,failure,no,0.4336734693877551
43,technician,divorced,secondary,no,-36,yes,no,cellular,17,nov,190,1,104,1,failure,no,-0.18947368421052632
51,blue-collar,married,secondary,no,50,yes,yes,unknown,6,may,121,1,-1,0,unknown,no,0.4132231404958678
29,blue-collar,single,tertiary,no,98,no,no,cellular,10,aug,170,2,-1,0,unknown,no,0.5764705882352941
31,management,married,tertiary,no,84,no,yes,unknown,1,jul,143,1,-1,0,unknown,no,0.5874125874125874
35,management,single,tertiary,no,123,yes,no,unknown,9,may,83,3,-1,0,unknown,no,1.4819277108433735
29,management,single,tertiary,no,0,yes,no,cellular,13,may,155,1,351,1,failure,no,0.0
55,blue-collar,married,primary,no,781,yes,no,cellular,3,feb,112,3,270,2,failure,no,6.973214285714286
36,admin.,single,unknown,no,1815,no,no,unknown,5,jun,387,1,-1,0,unknown,no,4.689922480620155
39,admin.,married,secondary,no,159,no,no,cellular,19,nov,177,1,-1,0,unknown,no,0.8983050847457628
34,blue-collar,married,secondary,no,1257,yes,no,unknown,26,may,109,7,-1,0,unknown,no,11.53211009174312
40,technician,married,secondary,no,1270,no,no,cellular,17,apr,342,2,-1,0,unknown,no,3.7134502923976607
44,services,married,secondary,no,3536,no,no,cellular,31,jul,106,6,-1,0,unknown,no,33.35849056603774
27,admin.,single,tertiary,no,73,no,no,cellular,29,jan,242,1,-1,0,unknown,no,0.30165289256198347
35,management,divorced,tertiary,no,771,yes,yes,cellular,18,aug,221,5,-1,0,unknown,no,3.48868778280543
57,unemployed,married,tertiary,no,209,no,no,unknown,19,jun,453,1,-1,0,unknown,no,0.4613686534216336
30,blue-collar,single,secondary,no,1165,yes,no,cellular,18,may,365,2,-1,0,unknown,no,3.191780821917808
60,retired,married,secondary,no,8590,no,no,unknown,5,jun,85,1,-1,0,unknown,no,101.05882352941177
35,admin.,married,secondary,no,404,yes,no,unknown,29,may,539,1,-1,0,unknown,yes,0.7495361781076066
33,admin.,married,secondary,no,0,yes,no,telephone,17,jul,1448,7,-1,0,unknown,yes,0.0
58,retired,divorced,secondary,no,1080,yes,no,cellular,29,jul,1058,2,-1,0,unknown,yes,1.0207939508506616
36,management,married,tertiary,no,0,no,no,telephone,27,aug,645,9,-1,0,unknown,yes,0.0
53,retired,married,tertiary,no,2269,no,no,cellular,17,nov,1091,2,150,1,success,yes,2.07974335472044
28,self-employed,married,tertiary,no,0,yes,no,cellular,4,feb,546,3,196,4,failure,yes,0.0
41,management,married,secondary,no,280,yes,no,cellular,27,feb,87,2,-1,0,unknown,yes,3.218390804597701
35,management,married,tertiary,no,8,no,no,cellular,23,apr,93,3,-1,0,unknown,yes,0.08602150537634409
38,technician,single,tertiary,no,1101,no,no,cellular,30,apr,800,1,-1,0,unknown,yes,1.37625
57,admin.,married,secondary,no,6005,yes,no,cellular,8,may,704,1,323,6,failure,yes,8.529829545454545
40,services,married,secondary,no,-192,yes,no,cellular,11,may,666,1,-1,0,unknown,yes,-0.2882882882882883
50,management,married,tertiary,no,1612,no,no,cellular,15,jun,532,2,98,2,other,yes,3.030075187969925
28,management,single,tertiary,no,502,no,no,cellular,16,jun,136,2,-1,0,unknown,yes,3.6911764705882355
38,student,married,unknown,no,0,no,no,cellular,8,jul,341,1,385,1,failure,yes,0.0
36,management,married,tertiary,no,1113,no,no,cellular,1,sep,212,1,-1,0,unknown,yes,5.25
48,technician,married,secondary,no,568,yes,no,cellular,2,sep,378,2,386,1,success,yes,1.5026455026455026
83,retired,single,primary,no,1965,no,no,telephone,13,oct,1003,3,-1,0,unknown,yes,1.959122632103689
34,management,married,tertiary,no,1778,no,no,cellular,4,nov,358,1,162,2,failure,yes,4.966480446927374
47,admin.,married,secondary,no,0,no,no,cellular,10,nov,213,1,190,1,other,yes,0.0
55,technician,divorced,tertiary,no,0,no,no,cellular,17,nov,134,2,91,1,success,yes,0.0
31,technician,married,tertiary,no,3338,yes,no,cellular,21,dec,264,2,-1,0,unknown,yes,12.643939393939394
73,retired,single,secondary,no,1050,no,no,cellular,4,mar,562,3,181,2,failure,yes,1.8683274021352314
69,retired,married,unknown,no,426,no,no,telephone,9,mar,225,1,90,1,success,yes,1.8933333333333333
78,retired,married,unknown,no,3208,no,no,telephone,20,may,351,3,-1,0,unknown,yes,9.13960113960114
49,management,married,tertiary,no,1167,yes,yes,cellular,25,jun,213,6,150,8,failure,yes,5.47887323943662
48,management,single,tertiary,no,86,no,no,cellular,28,jun,281,3,186,6,other,yes,0.30604982206405695
21,entrepreneur,single,tertiary,no,2077,no,no,cellular,5,aug,323,1,-1,0,unknown,yes,6.430340557275541
61,retired,married,secondary,no,523,no,no,cellular,13,aug,211,3,183,4,success,yes,2.4786729857819907
45,blue-collar,married,secondary,no,154,yes,no,unknown,7,may,1138,1,-1,0,unknown,yes,0.13532513181019332
40,services,married,secondary,no,446,yes,no,unknown,16,may,1252,1,-1,0,unknown,yes,0.3562300319488818
36,technician,married,secondary,no,1466,yes,no,unknown,29,may,441,1,-1,0,unknown,no,3.324263038548753
31,entrepreneur,single,secondary,no,379,yes,no,cellular,18,jul,570,2,-1,0,unknown,no,0.6649122807017543
32,blue-collar,single,secondary,no,1342,yes,no,unknown,23,may,109,2,-1,0,unknown,no,12.311926605504587
28,unemployed,married,secondary,no,863,yes,yes,unknown,27,may,355,1,-1,0,unknown,no,2.4309859154929576
42,management,married,tertiary,no,-671,no,no,cellular,28,aug,80,2,-1,0,unknown,no,-8.3875
40,technician,married,secondary,no,372,yes,no,cellular,21,nov,365,1,100,2,failure,no,1.0191780821917809
38,services,single,secondary,no,0,yes,no,unknown,27,may,166,2,-1,0,unknown,no,0.0
52,technician,married,tertiary,no,7,no,yes,unknown,5,may,175,1,-1,0,unknown,no,0.04
55,blue-collar,married,secondary,no,2059,yes,no,cellular,11,may,149,1,259,4,failure,no,13.818791946308725
43,technician,married,secondary,no,994,yes,yes,cellular,5,may,51,1,-1,0,unknown,no,19.49019607843137
27,blue-collar,single,secondary,no,240,yes,no,cellular,18,may,166,4,-1,0,unknown,no,1.4457831325301205
35,blue-collar,married,secondary,no,1949,yes,no,unknown,2,jun,200,3,-1,0,unknown,no,9.745
33,technician,single,secondary,no,0,no,no,unknown,3,jul,1106,2,-1,0,unknown,no,0.0
26,admin.,married,secondary,no,2469,no,no,cellular,16,jul,136,8,-1,0,unknown,no,18.154411764705884
44,management,married,tertiary,no,70,no,no,cellular,20,aug,165,3,-1,0,unknown,no,0.42424242424242425
33,admin.,married,secondary,no,0,yes,no,cellular,17,nov,78,1,-1,0,unknown,no,0.0
49,blue-collar,married,unknown,no,51,yes,no,unknown,7,may,984,1,-1,0,unknown,no,0.051829268292682924
43,unemployed,single,primary,no,698,yes,no,unknown,14,may,322,1,-1,0,unknown,no,2.1677018633540373
31,blue-collar,married,secondary,no,43,yes,no,unknown,19,may,405,3,-1,0,unknown,no,0.10617283950617284
36,management,single,tertiary,no,442,yes,yes,cellular,29,jul,102,3,-1,0,unknown,no,4.333333333333333
58,retired,married,secondary,no,5435,yes,no,unknown,6,may,118,1,-1,0,unknown,no,46.059322033898304
36,unemployed,married,secondary,no,439,yes,no,telephone,6,feb,18,6,-1,0,unknown,no,24.38888888888889
31,technician,single,secondary,no,2388,no,no,cellular,5,aug,123,1,-1,0,unknown,no,19.414634146341463
39,management,married,tertiary,no,1654,no,yes,cellular,21,nov,151,1,-1,0,unknown,no,10.95364238410596
59,management,divorced,tertiary,no,1304,no,no,unknown,18,jun,220,1,-1,0,unknown,no,5.927272727272728
46,blue-collar,married,secondary,no,137,no,no,unknown,20,jun,252,3,-1,0,unknown,no,0.5436507936507936
54,blue-collar,divorced,secondary,no,615,no,yes,cellular,20,nov,230,1,-1,0,unknown,no,2.6739130434782608
30,technician,single,secondary,no,86,no,no,unknown,20,aug,45,1,-1,0,unknown,no,1.9111111111111112
37,admin.,single,secondary,no,22,yes,no,cellular,7,may,28,2,289,5,failure,no,0.7857142857142857
41,admin.,divorced,secondary,no,1967,yes,no,cellular,18,may,115,1,341,1,failure,no,17.104347826086958
50,admin.,divorced,secondary,no,797,yes,no,telephone,25,jul,72,8,-1,0,unknown,no,11.069444444444445
35,blue-collar,married,secondary,no,80,yes,yes,cellular,21,nov,38,2,172,2,failure,no,2.1052631578947367
32,services,divorced,secondary,no,454,yes,no,cellular,18,jul,978,1,-1,0,unknown,yes,0.46421267893660534
38,entrepreneur,married,secondary,no,593,yes,yes,cellular,24,jul,1484,24,-1,0,unknown,yes,0.3995956873315364
40,technician,divorced,tertiary,no,568,yes,no,unknown,24,oct,112,1,-1,0,unknown,yes,5.071428571428571
58,management,divorced,tertiary,no,372,no,yes,unknown,29,oct,11,1,-1,0,unknown,yes,33.81818181818182
26,technician,single,secondary,no,1231,yes,no,cellular,3,jun,385,2,96,5,success,yes,3.1974025974025975
29,management,single,tertiary,no,572,no,no,cellular,4,jun,224,1,-1,0,unknown,yes,2.5535714285714284
25,services,single,secondary,no,594,no,no,cellular,4,jun,89,2,-1,0,unknown,yes,6.674157303370786
30,technician,single,secondary,no,930,no,no,cellular,2,jul,396,1,-1,0,unknown,yes,2.3484848484848486
57,admin.,single,secondary,no,2223,no,no,cellular,12,aug,1064,1,-1,0,unknown,yes,2.0892857142857144
27,technician,single,tertiary,no,1075,no,no,cellular,2,mar,658,1,-1,0,unknown,yes,1.6337386018237081
46,management,divorced,tertiary,no,558,no,no,cellular,6,jul,319,1,-1,0,unknown,yes,1.749216300940439
72,retired,married,secondary,no,1978,no,no,cellular,6,sep,312,1,-1,0,unknown,yes,6.339743589743589
31,management,married,tertiary,no,877,no,no,cellular,9,sep,209,1,92,8,success,yes,4.196172248803828
27,management,married,tertiary,no,802,no,no,cellular,22,sep,569,1,-1,0,unknown,yes,1.4094903339191565
39,management,married,tertiary,no,2939,no,no,cellular,6,oct,608,1,99,3,failure,yes,4.833881578947368
48,management,married,tertiary,no,0,no,yes,cellular,19,feb,204,4,182,1,success,yes,0.0
49,admin.,single,tertiary,no,228,yes,no,cellular,2,mar,368,1,-1,0,unknown,yes,0.6195652173913043
29,services,single,secondary,no,1008,yes,no,unknown,23,may,426,9,-1,0,unknown,no,2.3661971830985915
39,blue-collar,married,primary,no,-176,no,no,cellular,9,jul,176,1,-1,0,unknown,no,-1.0
55,management,married,primary,no,621,no,yes,cellular,2,feb,114,1,208,1,failure,no,5.447368421052632
52,blue-collar,single,secondary,no,1541,yes,no,unknown,14,may,243,1,-1,0,unknown,no,6.341563786008231
35,management,married,tertiary,no,1471,yes,yes,cellular,13,aug,236,3,-1,0,unknown,no,6.233050847457627
26,blue-collar,single,secondary,no,786,yes,yes,unknown,14,may,103,5,-1,0,unknown,no,7.631067961165049
30,technician,divorced,secondary,no,3028,yes,no,cellular,28,aug,65,5,-1,0,unknown,no,46.58461538461538
53,blue-collar,married,secondary,no,21522,no,no,unknown,24,jun,146,4,-1,0,unknown,no,147.41095890410958
29,management,married,tertiary,no,318,yes,no,cellular,18,may,1434,2,356,4,failure,no,0.2217573221757322
32,technician,single,secondary,no,10,no,no,cellular,19,aug,190,2,-1,0,unknown,no,0.05263157894736842
60,self-employed,married,secondary,no,1690,no,no,cellular,28,aug,64,11,-1,0,unknown,no,26.40625
40,management,married,tertiary,yes,0,no,no,cellular,28,jul,165,5,-1,0,unknown,no,0.0
43,blue-collar,married,primary,no,-120,yes,no,unknown,3,jun,46,1,-1,0,unknown,no,-2.608695652173913
35,management,married,tertiary,no,178,no,no,cellular,14,aug,76,2,-1,0,unknown,no,2.3421052631578947
50,blue-collar,married,primary,no,280,yes,no,unknown,18,jun,61,23,-1,0,unknown,no,4.590163934426229
32,management,married,tertiary,no,578,no,yes,cellular,22,jul,29,2,-1,0,unknown,no,19.93103448275862
44,blue-collar,married,primary,no,6,no,no,cellular,10,jul,338,9,-1,0,unknown,no,0.01775147928994083
57,management,married,secondary,no,123,no,no,cellular,2,feb,154,2,-1,0,unknown,no,0.7987012987012987
31,unemployed,single,secondary,no,209,yes,no,cellular,6,may,193,1,-1,0,unknown,no,1.0829015544041452
32,technician,single,tertiary,no,4665,yes,no,unknown,21,may,860,2,-1,0,unknown,yes,5.424418604651163
41,blue-collar,married,primary,no,246,no,no,unknown,19,jun,683,3,-1,0,unknown,yes,0.3601756954612006
33,entrepreneur,married,secondary,no,-627,yes,yes,cellular,8,jul,740,1,-1,0,unknown,yes,-0.8472972972972973
33,management,single,tertiary,no,30,yes,no,cellular,22,jul,1077,1,-1,0,unknown,yes,0.027855153203342618
49,technician,married,tertiary,no,3726,no,no,cellular,5,aug,875,2,-1,0,unknown,yes,4.258285714285714
61,management,married,tertiary,no,997,no,no,cellular,10,mar,106,1,-1,0,unknown,yes,9.40566037735849
44,management,married,primary,no,294,no,no,cellular,16,apr,165,3,-1,0,unknown,yes,1.7818181818181817
46,management,married,tertiary,no,699,no,no,cellular,30,apr,970,1,87,1,failure,yes,0.7206185567010309
31,admin.,married,secondary,no,879,yes,no,cellular,13,may,394,1,-1,0,unknown,yes,2.230964467005076
54,unemployed,married,secondary,no,582,yes,no,cellular,15,may,693,5,372,2,failure,yes,0.8398268398268398
28,admin.,single,secondary,no,352,yes,yes,cellular,18,may,431,1,-1,0,unknown,yes,0.8167053364269141
27,services,single,secondary,no,302,no,no,cellular,3,jul,203,1,-1,0,unknown,yes,1.4876847290640394
62,management,married,tertiary,no,557,no,no,cellular,14,aug,185,1,-1,0,unknown,yes,3.0108108108108107
18,student,single,unknown,no,108,no,no,cellular,8,sep,169,1,-1,0,unknown,yes,0.6390532544378699
32,admin.,single,secondary,no,555,yes,no,cellular,9,sep,344,1,-1,0,unknown,yes,1.6133720930232558
35,technician,married,tertiary,no,3160,yes,no,cellular,16,nov,445,2,95,1,failure,yes,7.101123595505618
55,admin.,married,secondary,no,1633,no,no,cellular,11,jan,210,1,192,2,success,yes,7.776190476190476
27,student,single,tertiary,no,5291,no,no,cellular,11,feb,293,1,91,4,success,yes,18.0580204778157
60,retired,divorced,secondary,no,1,no,no,cellular,19,feb,302,1,184,1,success,yes,0.0033112582781456954
64,retired,married,secondary,no,1612,no,no,cellular,18,may,336,1,89,5,failure,yes,4.7976190476190474
33,services,single,secondary,no,2881,no,no,cellular,26,may,289,1,328,1,success,yes,9.96885813148789
